timestamp,concurrency
2019-01-08 22:46:00,577305
2019-01-08 22:47:00,565776
2019-01-08 22:48:00,565251
2019-01-08 22:49:00,551144
2019-01-08 22:50:00,579423
2019-01-08 22:51:00,578766
2019-01-08 22:52:00,578832
2019-01-08 22:53:00,587699
2019-01-08 22:54:00,579452
2019-01-08 22:55:00,575268
2019-01-08 22:56:00,570685
2019-01-08 22:57:00,568930
2019-01-08 22:58:00,553935
2019-01-08 22:59:00,568478
2019-01-08 23:00:00,655344
2019-01-08 23:01:00,618870
2019-01-08 23:02:00,586923
2019-01-08 23:03:00,596647
2019-01-08 23:04:00,592178
2019-01-08 23:05:00,591860
2019-01-08 23:06:00,589084
2019-01-08 23:07:00,683499
2019-01-08 23:08:00,682529
2019-01-08 23:09:00,683872
2019-01-08 23:10:00,693812
2019-01-08 23:11:00,605661
2019-01-08 23:12:00,567404
2019-01-08 23:13:00,553715
2019-01-08 23:14:00,560530
2019-01-08 23:15:00,553981
2019-01-08 23:16:00,569397
2019-01-08 23:17:00,591641
2019-01-08 23:18:00,575717
2019-01-08 23:19:00,576785
2019-01-08 23:20:00,574816
2019-01-08 23:21:00,550116
2019-01-08 23:22:00,545534
2019-01-08 23:23:00,544994
2019-01-08 23:24:00,511183
2019-01-08 23:25:00,546571
2019-01-08 23:26:00,527182
2019-01-08 23:27:00,563860
2019-01-08 23:28:00,560040
2019-01-08 23:29:00,556841
2019-01-08 23:30:00,618093
2019-01-08 23:31:00,576627
2019-01-08 23:32:00,550150
2019-01-08 23:33:00,572730
2019-01-08 23:34:00,566945
2019-01-08 23:35:00,568327
2019-01-08 23:36:00,568735
2019-01-08 23:37:00,556359
2019-01-08 23:38:00,566626
2019-01-08 23:39:00,588291
2019-01-08 23:40:00,599634
2019-01-08 23:41:00,590052
2019-01-08 23:42:00,596426
2019-01-08 23:43:00,601097
2019-01-08 23:44:00,549045
2019-01-08 23:45:00,541190
2019-01-08 23:46:00,568931
2019-01-08 23:47:00,553679
2019-01-08 23:48:00,538604
2019-01-08 23:49:00,535970
2019-01-08 23:50:00,563177
2019-01-08 23:51:00,547440
2019-01-08 23:52:00,538911
2019-01-08 23:53:00,535876
2019-01-08 23:54:00,538421
2019-01-08 23:55:00,538340
2019-01-08 23:56:00,532294
2019-01-08 23:57:00,542631
2019-01-08 23:58:00,524496
2019-01-08 23:59:00,517120
2019-01-09 00:00:00,678790
2019-01-09 00:01:00,604773
2019-01-09 00:02:00,598226
2019-01-09 00:03:00,618561
2019-01-09 00:04:00,594327
2019-01-09 00:05:00,600721
2019-01-09 00:06:00,581075
2019-01-09 00:07:00,647312
2019-01-09 00:08:00,641477
2019-01-09 00:09:00,658619
2019-01-09 00:10:00,688537
2019-01-09 00:11:00,685871
2019-01-09 00:12:00,584806
2019-01-09 00:13:00,544881
2019-01-09 00:14:00,550132
2019-01-09 00:15:00,572682
2019-01-09 00:16:00,573198
2019-01-09 00:17:00,548206
2019-01-09 00:18:00,570148
2019-01-09 00:19:00,557944
2019-01-09 00:20:00,580307
2019-01-09 00:21:00,560256
